"IPPS and OPPS Wage Indices by Fiscal Year 
Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,
SSACD,State,County,CBSA 2015,IPPS Wage 2009,IPPS Wage 2010 A,IPPS Wage 2010 B,IPPS Wage 2011,IPPS Wage 2012,IPPS Wage 2013,IPPS Wage 2015
06150,CO,DENVER,19740,1.0549,1.0563,1.0563,1.0571,1.0508,1.0300,1.0235
06160,CO,DOLORES,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06170,CO,DOUGLAS,19740,1.0549,1.0563,1.0563,1.0571,1.0508,1.0300,1.0235
06180,CO,EAGLE,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06190,CO,ELBERT,19740,1.0549,1.0563,1.0563,1.0571,1.0508,1.0300,1.0235
06200,CO,EL PASO,17820,0.9712,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06210,CO,FREMONT,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06220,CO,GARFIELD,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06230,CO,GILPIN,19740,1.0549,1.0563,1.0563,1.0571,1.0508,1.0300,1.0235
06240,CO,GRAND,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06250,CO,GUNNISON,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06260,CO,HINSDALE,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06270,CO,HUERFANO,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06280,CO,JACKSON,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06290,CO,JEFFERSON,19740,1.0549,1.0563,1.0563,1.0571,1.0508,1.0300,1.0235
06300,CO,KIOWA,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06310,CO,KIT CARSON,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06320,CO,LAKE,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06330,CO,LA PLATA,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06340,CO,LARIMER,22660,0.9569,0.9818,0.9818,0.9661,0.9826,0.9975,0.9419
06350,CO,LAS ANIMAS,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06360,CO,LINCOLN,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06370,CO,LOGAN,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06380,CO,MESA,24300,0.9646,0.9923,0.9923,1.0134,0.9857,0.9975,0.9619
06390,CO,MINERAL,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06400,CO,MOFFAT,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06410,CO,MONTEZUMA,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06420,CO,MONTROSE,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06430,CO,MORGAN,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06440,CO,OTERO,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06450,CO,OURAY,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06460,CO,PARK,19740,1.0549,1.0563,1.0563,1.0571,1.0508,1.0300,1.0235
06470,CO,PHILLIPS,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06480,CO,PITKIN,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06490,CO,PROWERS,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06500,CO,PUEBLO,39380,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06510,CO,RIO BLANCO,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06520,CO,RIO GRANDE,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06530,CO,ROUTT,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06540,CO,SAGUACHE,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06550,CO,SAN JUAN,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06560,CO,SAN MIGUEL,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06570,CO,SEDGWICK,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06580,CO,SUMMIT,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06590,CO,TELLER,17820,0.9712,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06600,CO,WASHINGTON,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06610,CO,WELD,24540,1.0016,0.9644,0.9644,0.9661,0.9826,0.9975,0.9822
06620,CO,YUMA,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
06630,CO,BROOMFIELD,19740,1.0549,1.0563,1.0563,1.0571,1.0508,1.0300,1.0235
06999,CO,STATEWIDE,NA,0.9311,0.9642,0.9642,0.9661,0.9826,0.9975,0.9419
07000,CT,FAIRFIELD,14860,1.2824,1.2592,1.2609,1.2577,1.2908,1.3372,1.3318
07010,CT,HARTFORD,25540,1.2214,1.2236,1.2252,1.2501,1.1416,1.1759,1.1837
07020,CT,LITCHFIELD,NA,1.2214,1.2236,1.2252,1.2501,1.1416,1.1759,1.1837
07030,CT,MIDDLESEX,25540,1.2214,1.2236,1.2252,1.2501,1.1416,1.1759,1.1837
07040,CT,NEW HAVEN,35300,1.2214,1.2236,1.2252,1.2501,1.1597,1.2054,1.2257
07050,CT,NEW LONDON,35980,1.2214,1.2236,1.2252,1.2501,1.1416,1.1759,1.2093
07060,CT,TOLLAND,25540,1.2214,1.2236,1.2252,1.2501,1.1416,1.1759,1.1837
07070,CT,WINDHAM,49340,1.2214,1.2236,1.2252,1.2501,1.1416,1.1759,1.2459
07999,CT,STATEWIDE,NA,1.2214,1.2236,1.2252,1.2501,1.1416,1.1759,1.1837
08000,DE,KENT,20100,1.0630,1.0011,1.0011,1.0040,1.0072,1.0197,1.0325
08010,DE,NEW CASTLE,48864,1.0605,1.0742,1.0742,1.0723,1.0810,1.0753,1.0482
08020,DE,SUSSEX,41540,1.0214,0.9998,0.9998,1.0040,1.0072,1.0197,0.9197
08999,DE,STATEWIDE,NA,1.0214,0.9998,0.9998,1.0040,1.0072,1.0197,0.9787
09000,DC,THE DISTRICT,47894,1.0651,1.0700,1.0700,1.0528,1.0608,1.0453,1.0178
10000,FL,ALACHUA,23540,0.9414,0.9196,0.9197,0.9372,0.9592,0.9775,0.8994
10010,FL,BAKER,27260,0.9071,0.9102,0.9102,0.8872,0.8883,0.8856,0.9069
10020,FL,BAY,37460,0.8616,0.8594,0.8594,0.8429,0.8537,0.8139,0.8416
10030,FL,BRADFORD,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10040,FL,BREVARD,37340,0.9383,0.9156,0.9156,0.9300,0.9125,0.8857,0.8966
10050,FL,BROWARD,22744,1.0002,1.0378,1.0378,1.0331,1.0223,1.0270,0.9743
10060,FL,CALHOUN,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10070,FL,CHARLOTTE,39460,0.9267,0.9062,0.9062,0.9038,0.9075,0.8816,0.9019
10080,FL,CITRUS,26140,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10090,FL,CLAY,27260,0.9071,0.9102,0.9102,0.8872,0.8883,0.8856,0.9069
10100,FL,COLLIER,34940,0.9801,0.9751,0.9751,0.9775,0.9818,0.9221,0.8950
10110,FL,COLUMBIA,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10120,FL,MIAMI-DADE,33124,0.9845,1.0026,1.0026,1.0187,1.0144,1.0097,0.9635
10130,FL,DE SOTO,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10140,FL,DIXIE,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10150,FL,DUVAL,27260,0.9071,0.9102,0.9102,0.8872,0.8883,0.8856,0.9069
10160,FL,ESCAMBIA,37860,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10170,FL,FLAGLER,19660,0.8751,0.9338,0.9338,0.8429,0.9107,0.9567,0.8416
10180,FL,FRANKLIN,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10190,FL,GADSDEN,45220,0.8963,0.8594,0.8594,0.8950,0.8710,0.8574,0.8416
10200,FL,GILCHRIST,23540,0.9414,0.9196,0.9197,0.9372,0.9592,0.9775,0.8994
10210,FL,GLADES,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10220,FL,GULF,37460,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10230,FL,HAMILTON,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10240,FL,HARDEE,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10250,FL,HENDRY,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10260,FL,HERNANDO,45300,0.8984,0.9006,0.9006,0.9062,0.9078,0.8961,0.8978
10270,FL,HIGHLANDS,42700,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10280,FL,HILLSBOROUGH,45300,0.8984,0.9006,0.9006,0.9062,0.9078,0.8961,0.8978
10290,FL,HOLMES,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10300,FL,INDIAN RIVER,42680,0.9500,0.9524,0.9524,0.9243,0.9178,0.8853,0.8801
10310,FL,JACKSON,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10320,FL,JEFFERSON,45220,0.8963,0.8594,0.8594,0.8950,0.8710,0.8574,0.8416
10330,FL,LAFAYETTE,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10340,FL,LAKE,36740,0.9166,0.8961,0.8961,0.9164,0.9132,0.9043,0.9053
10350,FL,LEE,15980,0.9483,0.9047,0.9047,0.9154,0.9305,0.9104,0.9397
10360,FL,LEON,45220,0.8963,0.8594,0.8594,0.8950,0.8710,0.8574,0.8416
10370,FL,LEVY,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10380,FL,LIBERTY,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10390,FL,MADISON,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10400,FL,MANATEE,35840,,,,0.9234,0.9190,0.9154,0.9232
10410,FL,MARION,36100,0.8616,0.8647,0.8647,0.8548,0.8530,0.8556,0.8416
10420,FL,MARTIN,38940,0.9887,0.9899,0.9899,1.0725,0.9774,0.9499,0.9062
10430,FL,MONROE,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10440,FL,NASSAU,27260,0.9071,0.9102,0.9102,0.8872,0.8883,0.8856,0.9069
10450,FL,OKALOOSA,18880,,,,0.8732,0.8856,0.8752,0.8416
10460,FL,OKEECHOBEE,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10470,FL,ORANGE,36740,0.9166,0.8961,0.8961,0.9164,0.9132,0.9043,0.9053
10480,FL,OSCEOLA,36740,0.9166,0.8961,0.8961,0.9164,0.9132,0.9043,0.9053
10490,FL,PALM BEACH,48424,0.9604,0.9746,0.9746,0.9791,0.9682,0.9475,0.9095
10500,FL,PASCO,45300,0.8984,0.9006,0.9006,0.9062,0.9078,0.8961,0.8978
10510,FL,PINELLAS,45300,0.8984,0.9006,0.9006,0.9062,0.9078,0.8961,0.8978
10520,FL,POLK,29460,0.8698,0.8594,0.8594,0.8598,0.8585,0.8280,0.8416
10530,FL,PUTNAM,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10540,FL,ST. JOHNS,27260,0.9071,0.9102,0.9102,0.8872,0.8883,0.8856,0.9069
10550,FL,ST. LUCIE,38940,0.9887,0.9899,0.9899,1.0725,0.9774,0.9499,0.9062
10560,FL,SANTA ROSA,37860,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10570,FL,SARASOTA,35840,,,,0.9234,0.9190,0.9154,0.9232
10580,FL,SEMINOLE,36740,0.9166,0.8961,0.8961,0.9164,0.9132,0.9043,0.9053
10590,FL,SUMTER,45540,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10600,FL,SUWANNEE,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10610,FL,TAYLOR,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10620,FL,UNION,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10630,FL,VOLUSIA,19660,0.8800,0.8869,0.8869,0.8741,0.8859,0.8529,0.8416
10640,FL,WAKULLA,45220,0.8963,0.8594,0.8594,0.8950,0.8710,0.8574,0.8416
10650,FL,WALTON,18880,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10660,FL,WASHINGTON,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
10999,FL,STATEWIDE,NA,0.8616,0.8594,0.8594,0.8429,0.8391,0.8139,0.8416
11000,GA,APPLING,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11010,GA,ATKINSON,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11011,GA,BACON,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11020,GA,BAKER,10500,0.8737,0.8931,0.8931,0.9051,0.8634,0.8381,0.8057
11030,GA,BALDWIN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11040,GA,BANKS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11050,GA,BARROW,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11060,GA,BARTOW,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11070,GA,BEN HILL,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11080,GA,BERRIEN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11090,GA,BIBB,31420,0.9779,1.0175,1.0175,0.9483,0.9338,0.8646,0.9174
11100,GA,BLECKLEY,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11110,GA,BRANTLEY,15260,0.9860,0.9338,0.9338,0.9304,0.8671,0.8750,0.8425
11120,GA,BROOKS,46660,0.8133,0.8126,0.8126,0.8108,0.7988,0.8001,0.7521
11130,GA,BRYAN,42340,0.8909,0.8967,0.8967,0.8816,0.8892,0.8859,0.8734
11140,GA,BULLOCH,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11150,GA,BURKE,12260,0.9571,0.9445,0.9445,0.9553,0.9544,0.9182,0.9015
11160,GA,BUTTS,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11161,GA,CALHOUN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11170,GA,CAMDEN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11180,GA,CANDLER,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11190,GA,CARROLL,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11200,GA,CATOOSA,16860,0.8847,0.8856,0.8856,0.8837,0.8748,0.8498,0.8625
11210,GA,CHARLTON,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11220,GA,CHATHAM,42340,0.8909,0.8967,0.8967,0.8816,0.8892,0.8859,0.8734
11230,GA,CHATTAHOOCHEE,17980,0.9028,0.8781,0.8781,0.9073,0.9013,0.8873,0.8286
11240,GA,CHATTOOGA,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11250,GA,CHEROKEE,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11260,GA,CLARKE,12020,0.9118,0.9205,0.9205,0.9427,0.9412,0.9052,0.8353
11270,GA,CLAY,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11280,GA,CLAYTON,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11281,GA,CLINCH,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11290,GA,COBB,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11291,GA,COFFEE,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11300,GA,COLQUITT,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11310,GA,COLUMBIA,12260,0.9567,0.9440,0.9440,0.9553,0.9544,0.9182,0.9015
11311,GA,COOK,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11320,GA,COWETA,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11330,GA,CRAWFORD,31420,0.9779,1.0175,1.0175,0.9483,0.9338,0.8646,0.9174
11340,GA,CRISP,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11341,GA,DADE,16860,0.8842,0.8844,0.8843,0.8837,0.8748,0.8498,0.8625
11350,GA,DAWSON,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11360,GA,DECATUR,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11370,GA,DE KALB,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11380,GA,DODGE,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11381,GA,DOOLY,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11390,GA,DOUGHERTY,10500,0.8737,0.8931,0.8931,0.9051,0.8634,0.8381,0.8057
11400,GA,DOUGLAS,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11410,GA,EARLY,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11420,GA,ECHOLS,46660,0.8133,0.8126,0.8126,0.8108,0.7988,0.8001,0.7521
11421,GA,EFFINGHAM,42340,0.8909,0.8967,0.8967,0.8816,0.8892,0.8859,0.8734
11430,GA,ELBERT,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11440,GA,EMANUEL,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11441,GA,EVANS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11450,GA,FANNIN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11451,GA,FAYETTE,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11460,GA,FLOYD,40660,0.9663,0.8843,0.8843,0.8548,0.8749,0.8771,0.8491
11461,GA,FORSYTH,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11462,GA,FRANKLIN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11470,GA,FULTON,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11471,GA,GILMER,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11480,GA,GLASCOCK,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11490,GA,GLYNN,15260,0.9860,0.9338,0.9338,0.9304,0.8671,0.8750,0.8425
11500,GA,GORDON,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11510,GA,GRADY,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11520,GA,GREENE,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11530,GA,GWINNETT,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11540,GA,HABERSHAM,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11550,GA,HALL,23580,0.9309,0.9422,0.9422,0.9508,0.9281,0.9508,0.9340
11560,GA,HANCOCK,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11570,GA,HARALSON,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11580,GA,HARRIS,17980,0.9028,0.8781,0.8781,0.9073,0.9013,0.8873,0.8286
11581,GA,HART,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11590,GA,HEARD,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11591,GA,HENRY,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11600,GA,HOUSTON,47580,0.9468,0.9202,0.9202,0.8516,0.8505,0.8505,0.7873
11601,GA,IRWIN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11610,GA,JACKSON,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11611,GA,JASPER,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11612,GA,JEFF DAVIS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11620,GA,JEFFERSON,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11630,GA,JENKINS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11640,GA,JOHNSON,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11650,GA,JONES,31420,0.9779,1.0175,1.0175,0.9483,0.9338,0.8646,0.9174
11651,GA,LAMAR,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11652,GA,LANIER,46660,0.8133,0.8126,0.8126,0.8108,0.7988,0.8001,0.7521
11660,GA,LAURENS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11670,GA,LEE,10500,0.8737,0.8931,0.8931,0.9051,0.8634,0.8381,0.8057
11680,GA,LIBERTY,25980,,,,,,,
11690,GA,LINCOLN,12260,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.9015
11691,GA,LONG,25980,,,,,,,
11700,GA,LOWNDES,46660,0.8133,0.8126,0.8126,0.8108,0.7988,0.8001,0.7521
11701,GA,LUMPKIN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11702,GA,MC DUFFIE,12260,0.9567,0.9440,0.9440,0.9553,0.9544,0.9182,0.9015
11703,GA,MC INTOSH,15260,0.9860,0.9338,0.9338,0.9304,0.8671,0.8750,0.8425
11710,GA,MACON,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11720,GA,MADISON,12020,0.9118,0.9205,0.9205,0.9427,0.9412,0.9052,0.8353
11730,GA,MARION,17980,0.9028,0.8781,0.8781,0.9073,0.9013,0.8873,0.8286
11740,GA,MERIWETHER,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11741,GA,MILLER,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11750,GA,MITCHELL,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11760,GA,MONROE,31420,0.9779,1.0175,1.0175,0.9483,0.9338,0.8646,0.9174
11770,GA,MONTGOMERY,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11771,GA,MORGAN,12060,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.9315
11772,GA,MURRAY,19140,0.8529,0.8526,0.8526,0.8466,0.8225,0.8465,0.8019
11780,GA,MUSCOGEE,17980,0.9028,0.8781,0.8781,0.9073,0.9013,0.8873,0.8286
11790,GA,NEWTON,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11800,GA,OCONEE,12020,0.9118,0.9205,0.9205,0.9427,0.9412,0.9052,0.8353
11801,GA,OGLETHORPE,12020,0.9118,0.9205,0.9205,0.9427,0.9412,0.9052,0.8353
11810,GA,PAULDING,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11811,GA,PEACH,47580,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7873
11812,GA,PICKENS,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11820,GA,PIERCE,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11821,GA,PIKE,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11830,GA,POLK,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11831,GA,PULASKI,47580,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7873
11832,GA,PUTNAM,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11833,GA,QUITMAN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11834,GA,RABUN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11835,GA,RANDOLPH,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11840,GA,RICHMOND,12260,0.9567,0.9440,0.9440,0.9553,0.9544,0.9182,0.9015
11841,GA,ROCKDALE,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11842,GA,SCHLEY,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11850,GA,SCREVEN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11851,GA,SEMINOLE,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11860,GA,SPALDING,12060,0.9739,0.9581,0.9581,0.9522,0.8941,0.9474,0.9315
11861,GA,STEPHENS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11862,GA,STEWART,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11870,GA,SUMTER,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11880,GA,TALBOT,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11881,GA,TALIAFERRO,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11882,GA,TATTNALL,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11883,GA,TAYLOR,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11884,GA,TELFAIR,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11885,GA,TERRELL,10500,0.8737,0.8931,0.8931,0.9051,0.8634,0.8381,0.8057
11890,GA,THOMAS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11900,GA,TIFT,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11901,GA,TOOMBS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11902,GA,TOWNS,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11903,GA,TREUTLEN,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11910,GA,TROUP,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11911,GA,TURNER,NA,0.7814,0.7819,0.7819,0.7747,0.7724,0.7528,0.7521
11912,GA,TWIGGS,31420,0.9779,1.0175,1.0175,0.9483,0.9338,0.8646,0.9174
